
[00:00:00.000 --> 00:00:02.720]   (upbeat music)
[00:00:02.720 --> 00:00:05.800]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.800 --> 00:00:08.680]   a show about upgrading your life, money, and travel.
[00:00:08.680 --> 00:00:09.880]   I'm your host, Chris Hutchins,
[00:00:09.880 --> 00:00:12.800]   and today we're gonna talk about financial independence
[00:00:12.800 --> 00:00:15.160]   and the intricacies of the financial independence
[00:00:15.160 --> 00:00:19.320]   retire early or FIRE movement and its evolution.
[00:00:19.320 --> 00:00:20.820]   We're gonna delve into forms of FIRE
[00:00:20.820 --> 00:00:24.080]   like lean FIRE, fat FIRE, or coast FIRE,
[00:00:24.080 --> 00:00:26.400]   which it turns out isn't what I actually thought it was
[00:00:26.400 --> 00:00:27.600]   and is actually pretty close
[00:00:27.600 --> 00:00:29.800]   to how Amy and I are living our lives.
[00:00:29.800 --> 00:00:31.560]   We're also gonna talk about the implications
[00:00:31.560 --> 00:00:34.860]   of the 4% rule, strategies for effective investing
[00:00:34.860 --> 00:00:36.280]   and retirement planning,
[00:00:36.280 --> 00:00:39.380]   the psychological aspects of financial decision-making,
[00:00:39.380 --> 00:00:41.680]   and some of the tools that can aid in tracking
[00:00:41.680 --> 00:00:43.380]   and managing your finances.
[00:00:43.380 --> 00:00:45.280]   And who better to join me for this episode
[00:00:45.280 --> 00:00:48.020]   than Brad Barrett, a three-time All The Hacks guest
[00:00:48.020 --> 00:00:49.560]   and host of the number one
[00:00:49.560 --> 00:00:52.360]   financial independence podcast, Choose FI.
[00:00:52.360 --> 00:00:54.140]   Brad is a wealth of knowledge here,
[00:00:54.140 --> 00:00:56.120]   and if you haven't already listened to Choose FI,
[00:00:56.120 --> 00:00:57.600]   you absolutely should,
[00:00:57.600 --> 00:01:00.520]   and not just because I've been a guest a few times,
[00:01:00.520 --> 00:01:02.480]   but because it's an incredible podcast
[00:01:02.480 --> 00:01:05.080]   and I am pretty sure he has an entire episode
[00:01:05.080 --> 00:01:08.240]   to cover just about every financial independence topic
[00:01:08.240 --> 00:01:09.200]   you can think of.
[00:01:09.200 --> 00:01:11.280]   But that's enough intro, we have a lot to cover,
[00:01:11.280 --> 00:01:13.600]   so let's jump in right after this.
[00:01:13.600 --> 00:01:17.760]   You don't have to lose track of healthy eating habits
[00:01:17.760 --> 00:01:18.940]   during the holidays.
[00:01:18.940 --> 00:01:21.260]   In fact, delicious and nutritious food
[00:01:21.260 --> 00:01:23.160]   can actually be so easy.
[00:01:23.160 --> 00:01:25.960]   I know because we've cooked over 50 meals
[00:01:25.960 --> 00:01:27.360]   from Green Chef this year,
[00:01:27.360 --> 00:01:29.200]   and I am excited to be partnering with them
[00:01:29.200 --> 00:01:30.440]   for this episode.
[00:01:30.440 --> 00:01:31.560]   In fact, last week,
[00:01:31.560 --> 00:01:34.080]   we wanted to automate all our healthy dinners
[00:01:34.080 --> 00:01:35.480]   and just ordered Green Chef
[00:01:35.480 --> 00:01:38.480]   for all seven nights of the week, and it was amazing.
[00:01:38.480 --> 00:01:39.520]   And just to be clear,
[00:01:39.520 --> 00:01:41.480]   I'm paying full price for all these meals
[00:01:41.480 --> 00:01:43.440]   and have no plans to stop.
[00:01:43.440 --> 00:01:44.840]   They are really that good.
[00:01:44.840 --> 00:01:47.400]   And I love that not only do Green Chef meal kits
[00:01:47.400 --> 00:01:49.560]   make eating well so easy,
[00:01:49.560 --> 00:01:53.360]   but also Green Chef focuses on unique and exciting flavors
[00:01:53.360 --> 00:01:56.020]   with recipes that feature certified organic fruits
[00:01:56.020 --> 00:01:58.640]   and vegetables, sustainably sourced seafood,
[00:01:58.640 --> 00:02:01.040]   and unique farm fresh ingredients.
[00:02:01.040 --> 00:02:02.460]   Some highlights from last week
[00:02:02.460 --> 00:02:04.680]   were the Burrita style black bean tacos
[00:02:04.680 --> 00:02:07.000]   and the pork chops with truffle sauce.
[00:02:07.000 --> 00:02:10.280]   Seriously, I have never seen my kids and my wife
[00:02:10.280 --> 00:02:13.000]   literally lick their plates clean until that meal.
[00:02:13.000 --> 00:02:15.800]   If you see either of those, definitely check them out.
[00:02:15.800 --> 00:02:18.000]   And right now, every Green Chef customer
[00:02:18.000 --> 00:02:21.400]   gets a free session with one of their registered dieticians
[00:02:21.400 --> 00:02:22.440]   who can walk you through
[00:02:22.440 --> 00:02:24.680]   how to make clean eating work for you.
[00:02:24.680 --> 00:02:26.640]   For Green Chef's best deal of the year,
[00:02:26.640 --> 00:02:31.560]   get $250 off with code ALLTHEHAX250
[00:02:31.560 --> 00:02:35.060]   or at allthehax.com/greenchef.
[00:02:35.060 --> 00:02:39.040]   That's allthehax.com/greenchef
[00:02:39.040 --> 00:02:41.680]   or use the code ALLTHEHAX250
[00:02:41.680 --> 00:02:46.040]   to get $250 off the number one meal kit for eating clean.
[00:02:46.040 --> 00:02:50.000]   Brad, thanks for joining me again.
[00:02:50.000 --> 00:02:51.200]   - Yeah, man, this should be fun.
[00:02:51.200 --> 00:02:54.220]   I always love chatting with you, whether online or off.
[00:02:54.220 --> 00:02:55.960]   - We did our first conversation,
[00:02:55.960 --> 00:02:58.600]   well, first one was many years ago on your podcast.
[00:02:58.600 --> 00:03:01.840]   You first joined me for what became episode two
[00:03:01.840 --> 00:03:04.840]   of All The Hacks, and then we did it again for episode 100.
[00:03:04.840 --> 00:03:07.440]   And we talked a little bit about fire at the beginning,
[00:03:07.440 --> 00:03:10.920]   but both you and I have had an evolution of perspective
[00:03:10.920 --> 00:03:12.280]   on financial independence.
[00:03:12.280 --> 00:03:14.920]   So much so that in researching this episode,
[00:03:14.920 --> 00:03:18.320]   I found out that I didn't even know what coast fire was.
[00:03:18.320 --> 00:03:19.640]   And it turns out that's actually the thing
[00:03:19.640 --> 00:03:21.880]   I'm probably most in tuned with myself.
[00:03:21.880 --> 00:03:24.340]   So lots of stuff to talk about when it comes
[00:03:24.340 --> 00:03:25.340]   to financial independence
[00:03:25.340 --> 00:03:27.060]   and how our perspectives have changed.
[00:03:27.060 --> 00:03:30.420]   - Going way back to episode 71 on ChooseFI.
[00:03:30.420 --> 00:03:33.140]   So that was almost six years ago when we recorded this.
[00:03:33.140 --> 00:03:35.980]   Unquestionably, both of our perspectives have changed
[00:03:35.980 --> 00:03:37.820]   for the better in a lot of senses
[00:03:37.820 --> 00:03:39.580]   and changed for the healthier.
[00:03:39.580 --> 00:03:42.060]   Both of us probably veered a little bit too much
[00:03:42.060 --> 00:03:45.460]   towards the frugality and over-optimizing
[00:03:45.460 --> 00:03:48.340]   at the expense of enjoyment of life sometimes.
[00:03:48.340 --> 00:03:51.340]   There's been an evolution, certainly for both of us,
[00:03:51.340 --> 00:03:53.660]   but in greater financial independence world.
[00:03:53.660 --> 00:03:55.100]   This is one of the very few things
[00:03:55.100 --> 00:03:57.580]   that I will pat ourselves on the back for at ChooseFI.
[00:03:57.580 --> 00:04:00.340]   We have really been the center of the FI world
[00:04:00.340 --> 00:04:02.000]   for the last handful of years.
[00:04:02.000 --> 00:04:06.620]   And we have made this very strongly anti-miserliness.
[00:04:06.620 --> 00:04:10.120]   The let's race to some number at the expense of life.
[00:04:10.120 --> 00:04:12.420]   We've tried really hard to make it about,
[00:04:12.420 --> 00:04:14.060]   hey, what are you running towards?
[00:04:14.060 --> 00:04:15.500]   Not what are you running away from?
[00:04:15.500 --> 00:04:18.980]   That little shift in orientation has made a big difference
[00:04:18.980 --> 00:04:20.060]   in a lot of people's lives.
[00:04:20.060 --> 00:04:21.580]   - For anyone who didn't listen to
[00:04:21.580 --> 00:04:23.220]   the hundreds of episodes you've done,
[00:04:23.220 --> 00:04:24.300]   the few we've done,
[00:04:24.300 --> 00:04:26.460]   hasn't ever introduced themselves to FIRE,
[00:04:26.460 --> 00:04:27.980]   which will maybe only be a few people.
[00:04:27.980 --> 00:04:29.740]   So briefly, since you're the pro,
[00:04:29.740 --> 00:04:32.020]   how would you just define financial independence
[00:04:32.020 --> 00:04:34.420]   and the difference between financial independence and FIRE?
[00:04:34.420 --> 00:04:35.300]   - That's a great question.
[00:04:35.300 --> 00:04:39.140]   FIRE, the definition, financial independence, retire early.
[00:04:39.140 --> 00:04:42.460]   That was en vogue five to 10 years ago.
[00:04:42.460 --> 00:04:43.380]   There's an allure to it.
[00:04:43.380 --> 00:04:45.580]   And frankly, Chris, that cute little acronym,
[00:04:45.580 --> 00:04:46.940]   FIRE, just sounds cool.
[00:04:46.940 --> 00:04:48.260]   Hey, I'm pursuing FIRE.
[00:04:48.260 --> 00:04:49.860]   But honestly, there are just people
[00:04:49.860 --> 00:04:52.380]   who love to rip on the FIRE movement
[00:04:52.380 --> 00:04:54.700]   because all they hear is that R-E.
[00:04:54.700 --> 00:04:57.260]   It really takes away from people
[00:04:57.260 --> 00:04:59.500]   who are pursuing financial independence
[00:04:59.500 --> 00:05:00.580]   to live a better life.
[00:05:00.580 --> 00:05:03.140]   I see financial independence as a universal good
[00:05:03.140 --> 00:05:06.740]   in that people are wresting control of their lives back
[00:05:06.740 --> 00:05:08.860]   from this elusive they.
[00:05:08.860 --> 00:05:10.580]   You always hear the doom and gloom of,
[00:05:10.580 --> 00:05:12.580]   you can never retire, it's impossible.
[00:05:12.580 --> 00:05:15.340]   You need 10 to $20 million to retire.
[00:05:15.340 --> 00:05:16.740]   Healthcare is gonna be unaffordable.
[00:05:16.740 --> 00:05:17.720]   Boom, boom, boom, boom.
[00:05:17.720 --> 00:05:19.940]   You can't do this, you can't do this, it's impossible.
[00:05:19.940 --> 00:05:23.220]   As opposed to reorienting around what can you control?
[00:05:23.220 --> 00:05:26.460]   And you, to a large degree, can control your expenses.
[00:05:26.460 --> 00:05:28.220]   And now again, this is probably where people
[00:05:28.220 --> 00:05:30.500]   overemphasize just the cutting.
[00:05:30.500 --> 00:05:33.020]   But you can control what does your life cost?
[00:05:33.020 --> 00:05:34.660]   And then essentially, you can take
[00:05:34.660 --> 00:05:36.460]   what does my life cost per year
[00:05:36.460 --> 00:05:38.020]   and then multiply it by some number.
[00:05:38.020 --> 00:05:39.780]   It's usually by 25.
[00:05:39.780 --> 00:05:42.260]   So let's say your life costs $80,000 a year.
[00:05:42.260 --> 00:05:44.820]   Multiply by 25, that's $2 million.
[00:05:44.820 --> 00:05:46.580]   That's your FIRE number,
[00:05:46.580 --> 00:05:48.160]   your financial independence number.
[00:05:48.160 --> 00:05:50.240]   Most of us have heard of the 4% rule.
[00:05:50.240 --> 00:05:52.460]   We're not gonna get into this really in depth here today,
[00:05:52.460 --> 00:05:55.460]   but in essence, you can pull 4%
[00:05:55.460 --> 00:05:57.640]   out of your investable assets.
[00:05:57.640 --> 00:05:59.060]   So again, we'll turn it around
[00:05:59.060 --> 00:06:03.780]   and say that $2 million times 0.04 is $80,000, right?
[00:06:03.780 --> 00:06:05.760]   So it's just the inverse of where we started
[00:06:05.760 --> 00:06:07.560]   at 80,000 for the expenses.
[00:06:07.560 --> 00:06:10.640]   So that $2 million can spit off 80K
[00:06:10.640 --> 00:06:12.200]   to cover your living expenses.
[00:06:12.200 --> 00:06:15.300]   Now, it is indexed for inflation, normal inflation,
[00:06:15.300 --> 00:06:17.160]   not the inflation we've seen recently.
[00:06:17.160 --> 00:06:19.240]   So there are some potential adjustments,
[00:06:19.240 --> 00:06:20.520]   but some people say,
[00:06:20.520 --> 00:06:22.960]   "Okay, maybe I wanna be a little more conservative
[00:06:22.960 --> 00:06:25.080]   and make it 30 times my expenses
[00:06:25.080 --> 00:06:27.080]   or 33 times," something like that.
[00:06:27.080 --> 00:06:28.940]   You can play with this at the margins,
[00:06:28.940 --> 00:06:30.600]   because really the essence of it
[00:06:30.600 --> 00:06:33.920]   is you actually have some degree of certainty
[00:06:33.920 --> 00:06:35.440]   and you have something to shoot for,
[00:06:35.440 --> 00:06:36.880]   maybe for the first time in your life.
[00:06:36.880 --> 00:06:38.840]   And it's not just this doom and gloom of,
[00:06:38.840 --> 00:06:40.040]   "Oh, you can never do this.
[00:06:40.040 --> 00:06:41.160]   You can never do that.
[00:06:41.160 --> 00:06:43.440]   There's some elusive day that's gonna impact you."
[00:06:43.440 --> 00:06:44.640]   You can control that.
[00:06:44.640 --> 00:06:47.280]   I will come back at some point to the 4% rule,
[00:06:47.280 --> 00:06:48.120]   'cause I have some thoughts.
[00:06:48.120 --> 00:06:51.040]   When I think about financial independence on one perspective,
[00:06:51.040 --> 00:06:53.440]   it doesn't even have to get that detailed.
[00:06:53.440 --> 00:06:55.320]   You could have a large emergency fund,
[00:06:55.320 --> 00:06:57.520]   and that's a form of financial independence,
[00:06:57.520 --> 00:07:00.520]   because it gives you time to look for the right job.
[00:07:00.520 --> 00:07:03.720]   Every bit of savings that gives you some flexibility
[00:07:03.720 --> 00:07:05.760]   is layering in financial independence.
[00:07:05.760 --> 00:07:07.440]   And sure, when you get to the point
[00:07:07.440 --> 00:07:09.800]   that your savings can cover your entire life
[00:07:09.800 --> 00:07:11.860]   and you can choose not to work for free,
[00:07:11.860 --> 00:07:14.120]   obviously that's even more independence.
[00:07:14.120 --> 00:07:16.680]   And if you truly could replace your entire income,
[00:07:16.680 --> 00:07:18.840]   then yeah, you could retire early per se.
[00:07:18.840 --> 00:07:21.720]   The irony is that most people end up using their free time
[00:07:21.720 --> 00:07:24.040]   to do things that very much resemble work
[00:07:24.040 --> 00:07:25.840]   and very often generate income,
[00:07:25.840 --> 00:07:27.640]   and they're not truly retiring early.
[00:07:27.640 --> 00:07:30.480]   But I think that's why it's actually helpful.
[00:07:30.480 --> 00:07:32.040]   As much as I thought it was confusing
[00:07:32.040 --> 00:07:34.320]   that there are many different types of fire,
[00:07:34.320 --> 00:07:36.860]   it was actually helpful to look at them
[00:07:36.860 --> 00:07:38.360]   and talk about what they are,
[00:07:38.360 --> 00:07:40.800]   because it gave some perspective to the concept
[00:07:40.800 --> 00:07:43.660]   that it's not all about one particular style,
[00:07:43.660 --> 00:07:45.040]   which I think historically it has been.
[00:07:45.040 --> 00:07:46.840]   It's always been saving up money
[00:07:46.840 --> 00:07:48.560]   so you have 25 times your income
[00:07:48.560 --> 00:07:50.000]   and don't think about anything else.
[00:07:50.000 --> 00:07:50.840]   - I think you're spot on.
[00:07:50.840 --> 00:07:51.920]   That's exactly right.
[00:07:51.920 --> 00:07:54.760]   And that is why that caricature existed.
[00:07:54.760 --> 00:07:57.480]   This was for a very specific type of person,
[00:07:57.480 --> 00:07:58.440]   is what it seemed like.
[00:07:58.440 --> 00:08:00.680]   High income, maybe in a tech job,
[00:08:00.680 --> 00:08:02.720]   maybe a white guy in his thirties, right?
[00:08:02.720 --> 00:08:05.980]   Because some of the very famous early fire bloggers,
[00:08:05.980 --> 00:08:07.280]   I guess, fit that caricature.
[00:08:07.280 --> 00:08:10.520]   So I agree with you that A, nobody that I know of
[00:08:10.520 --> 00:08:13.160]   actually just sits on their butt and retires
[00:08:13.160 --> 00:08:14.280]   and doesn't do anything.
[00:08:14.280 --> 00:08:16.040]   Most people, if they had the wherewithal
[00:08:16.040 --> 00:08:17.640]   to reach financial independence
[00:08:17.640 --> 00:08:19.320]   at some fairly early point,
[00:08:19.320 --> 00:08:21.360]   they are gonna do fantastic things.
[00:08:21.360 --> 00:08:22.920]   Like you said, they're gonna earn money somehow.
[00:08:22.920 --> 00:08:24.420]   They're gonna add value to the world.
[00:08:24.420 --> 00:08:27.240]   They're gonna do interesting and varied things.
[00:08:27.240 --> 00:08:28.720]   And to imagine this again,
[00:08:28.720 --> 00:08:30.440]   you can tell I get bothered by this, right?
[00:08:30.440 --> 00:08:32.280]   They're just gonna sit there and do nothing
[00:08:32.280 --> 00:08:33.520]   and sip umbrella drinks.
[00:08:33.520 --> 00:08:34.920]   It's just so silly and laughable,
[00:08:34.920 --> 00:08:37.760]   which is why to focus on the RE makes no sense.
[00:08:37.760 --> 00:08:38.680]   And then, like you said,
[00:08:38.680 --> 00:08:41.660]   the power starts accruing essentially from day one.
[00:08:41.660 --> 00:08:44.360]   That first time, if you're living paycheck to paycheck
[00:08:44.360 --> 00:08:47.520]   and you're now all of a sudden you found out about ChooseFI
[00:08:47.520 --> 00:08:49.200]   and you're pursuing financial independence,
[00:08:49.200 --> 00:08:52.280]   okay, maybe it's not gonna take you 10 years to get to five.
[00:08:52.280 --> 00:08:53.480]   Maybe it's gonna take you 20 years.
[00:08:53.480 --> 00:08:55.440]   Maybe it's gonna take you how many every year?
[00:08:55.440 --> 00:08:56.480]   It almost doesn't even matter.
[00:08:56.480 --> 00:08:58.600]   But your life is vastly better
[00:08:58.600 --> 00:09:01.960]   that first time you have $5,000 saved up, even $1,000.
[00:09:01.960 --> 00:09:03.600]   How many people live paycheck to paycheck
[00:09:03.600 --> 00:09:07.320]   and think that an emergency is a $200 expense
[00:09:07.320 --> 00:09:08.400]   that came out of the blue
[00:09:08.400 --> 00:09:11.080]   but was perfectly foreseeable in a given year,
[00:09:11.080 --> 00:09:13.880]   but that to them is an emergency, but it's really not.
[00:09:13.880 --> 00:09:14.840]   Life is lumpy.
[00:09:14.840 --> 00:09:15.880]   Expenses are lumpy.
[00:09:15.880 --> 00:09:16.760]   That's the way it works.
[00:09:16.760 --> 00:09:18.520]   But man, that first time they have a thousand bucks
[00:09:18.520 --> 00:09:20.000]   saved up, $5,000 saved up,
[00:09:20.000 --> 00:09:21.580]   their life is dramatically better.
[00:09:21.580 --> 00:09:23.520]   The FI journey starts from day one
[00:09:23.520 --> 00:09:26.240]   and that power starts accruing from day one.
[00:09:26.240 --> 00:09:28.220]   It really radically transforms people
[00:09:28.220 --> 00:09:29.400]   and their entire mindset.
[00:09:29.400 --> 00:09:31.240]   - A handful of people I knew, myself included,
[00:09:31.240 --> 00:09:32.760]   probably went off the deep end
[00:09:32.760 --> 00:09:34.820]   with one version of it in our minds.
[00:09:34.820 --> 00:09:36.120]   There's an unlimited number
[00:09:36.120 --> 00:09:37.680]   of types of financial independence.
[00:09:37.680 --> 00:09:39.040]   There are ones that I will leave off
[00:09:39.040 --> 00:09:41.080]   and maybe there are ones you're excited about,
[00:09:41.080 --> 00:09:42.840]   but I'm just gonna share a few of the ones.
[00:09:42.840 --> 00:09:44.880]   I wrote down a couple quick definitions
[00:09:44.880 --> 00:09:47.040]   because having a few options
